agency_item_id,state,agency,item_code,official_description,official_abbreviated_description,official_unit,canonical_item_id
co_cdot_613-31120,CO,CDOT,613-31120,Light Standard Concrete (12 Foot),Light Std Conc (12 Ft),EACH,
co_cdot_613-31300,CO,CDOT,613-31300,Light Standard Concrete (30 Foot),Light Std Conc (30 Ft),EACH,
co_cdot_613-32116,CO,CDOT,613-32116,Light Standard Steel (10 Foot),Light Std Steel (10 Ft),EACH,
co_cdot_613-32118,CO,CDOT,613-32118,Light Standard Steel (10 Foot) (2-Arm),Light Std Steel (10 Ft) (2),EACH,
co_cdot_613-32122,CO,CDOT,613-32122,Light Standard Steel (12 Foot) (2-Arm),Light Std Steel (12 Ft) (2),EACH,
co_cdot_613-32180,CO,CDOT,613-32180,Light Standard Steel (18 Foot),Light Std Steel (18 Ft),EACH,
co_cdot_613-32200,CO,CDOT,613-32200,Light Standard Steel (20 Foot) (2 Arm),Light Std Steel (20 Ft) (2),EACH,
co_cdot_613-32205,CO,CDOT,613-32205,Light Standard Steel (20 Foot) (2-Arm) (Furnish Only),Light Std Steel (20 Ft) (2) (Furn),EACH,
co_cdot_613-32250,CO,CDOT,613-32250,Light Standard Steel (25 Foot),Light Std Steel (25 Ft),EACH,
co_cdot_613-32252,CO,CDOT,613-32252,Light Standard Steel (25 Foot) (2-Arm),Light Std Steel (25 Ft) (2),EACH,
co_cdot_613-32254,CO,CDOT,613-32254,Light Standard Steel (25 Foot) (4-Arm),Light Std Steel (25 Ft) (4),EACH,
co_cdot_613-32300,CO,CDOT,613-32300,Light Standard Steel (30 Foot),Light Std Steel (30 Ft),EACH,
co_cdot_613-32302,CO,CDOT,613-32302,Light Standard Steel (30 Foot) (2-Arm),Light Std Steel (30 Ft) (2),EACH,
co_cdot_613-32350,CO,CDOT,613-32350,Light Standard Steel (35 Foot),Light Std Steel (35 Ft),EACH,
co_cdot_613-32351,CO,CDOT,613-32351,Light Standard Steel (35 Foot) (Furnish Only),Furn Light Std Steel (35 Ft),EACH,
co_cdot_613-32352,CO,CDOT,613-32352,Light Standard Steel (35 Foot) (2-Arm),Light Std Steel (35 Ft) (2),EACH,
co_cdot_613-32390,CO,CDOT,613-32390,Light Standard Steel (39 Foot),Light Std Steel (39 Ft),EACH,
co_cdot_613-32400,CO,CDOT,613-32400,Light Standard Steel (40 Foot),Light Std Steel (40 Ft),EACH,
co_cdot_613-32405,CO,CDOT,613-32405,Light Standard Steel (40 Foot)(2 Arm),Light Std Steel (40 Ft),EACH,
co_cdot_613-32500,CO,CDOT,613-32500,Light Standard Steel (50 Foot),Light Std Steel (50 Ft),EACH,
co_cdot_613-32650,CO,CDOT,613-32650,Light Standard Steel (65 Foot),Light Std Steel (65 Ft),EACH,
co_cdot_613-32700,CO,CDOT,613-32700,Light Standard Steel (70 Foot),Light Std Steel (70 Ft),EACH,
co_cdot_613-33300,CO,CDOT,613-33300,Light Standard Timber (30 Foot),Light Std Timber (30 Ft),EACH,
co_cdot_613-34120,CO,CDOT,613-34120,Light Standard Metal (12 Foot),Light Std Metal (12 Ft),EACH,
co_cdot_613-34122,CO,CDOT,613-34122,Light Standard Metal (12 Foot) (2-Arm),Light Std Metal (12 Ft) (2),EACH,
co_cdot_613-34140,CO,CDOT,613-34140,Light Standard Metal (14 Foot),Light Std Metal (14 Ft),EACH,
co_cdot_613-34150,CO,CDOT,613-34150,Light Standard Metal (15 Foot),Light Std Metal (15 Ft),EACH,
co_cdot_613-34180,CO,CDOT,613-34180,Light Standard Metal (18 Foot),Light Std Metal (18 Ft),EACH,
co_cdot_613-34200,CO,CDOT,613-34200,Light Standard Metal (20 Foot),Light Standard Metal (20 Foot),EACH,
co_cdot_613-34250,CO,CDOT,613-34250,Light Standard Metal (25 Foot),Light Std Metal (25 Ft),EACH,
co_cdot_613-34300,CO,CDOT,613-34300,Light Standard Metal (30 Foot),Light Std Metal (30 Ft),EACH,
co_cdot_613-34302,CO,CDOT,613-34302,Light Standard Metal (30 Foot) (2 Arm),Light Std Metal (30 Ft) (2),EACH,
co_cdot_613-34303,CO,CDOT,613-34303,Light Standard Metal (30 Foot) (2 Arm) (Spec),Light Std Metal (30 Ft) (2) (Spec),EACH,
co_cdot_613-34350,CO,CDOT,613-34350,Light Standard Metal (35 Foot),Light Std Metal (35 Ft),EACH,
co_cdot_613-34351,CO,CDOT,613-34351,Light Standard Metal (35 Foot) (Special) (1 Arm),Light Std Metal (35 Ft) (Spec) (1),EACH,
co_cdot_613-34352,CO,CDOT,613-34352,Light Standard Metal (35 Foot) (Special) (2 Arm),Light Std Metal (35 Ft) (Spec) (2),EACH,
co_cdot_613-34353,CO,CDOT,613-34353,Light Standard Metal (35 Foot) (2 Arm),Light Std Metal (35 Ft) (2),EACH,
co_cdot_613-34400,CO,CDOT,613-34400,Light Standard Metal (40 Foot),Light Std Metal (40 Ft),EACH,
co_cdot_613-34402,CO,CDOT,613-34402,Light Standard Metal (40 Foot) (2 Arm),Light Std Metal (40 Ft) (2),EACH,
co_cdot_613-34500,CO,CDOT,613-34500,Light Standard Metal (50 Foot),Light Std Metal (50 Ft),EACH,
co_cdot_613-34600,CO,CDOT,613-34600,Light Standard Metal (60 Foot),Light Std Metal (60 Ft),EACH,
co_cdot_613-34700,CO,CDOT,613-34700,Light Standard Metal (70 Foot),Light Std Metal (70 Ft),EACH,
co_cdot_613-40000,CO,CDOT,613-40000,Concrete Foundation Pad,Conc Foundation Pad,EACH,
co_cdot_613-40005,CO,CDOT,613-40005,Concrete Foundation Pad (Install Only),Inst Conc Foundation Pad,EACH,
co_cdot_613-40010,CO,CDOT,613-40010,Light Standard Foundation,Light Std Foundation,EACH,
co_cdot_613-40012,CO,CDOT,613-40012,Light Standard Foundation Special,Light Std Foundation Spec,EACH,
co_cdot_613-40015,CO,CDOT,613-40015,Light Standard Anchor,Light Std Anchor,EACH,
co_cdot_613-40020,CO,CDOT,613-40020,Transformer Base Aluminum,Transformer Base Alum,EACH,
co_cdot_613-40022,CO,CDOT,613-40022,Transformer Base Aluminum (Furnish Only),Transformer Base Aluminum (Furnish,EACH,
co_cdot_613-40300,CO,CDOT,613-40300,Light Standard Aluminum (Furnish Only),Furn Light Std Alum,EACH,
co_cdot_613-41300,CO,CDOT,613-41300,Light Standard Concrete (Furnish Only),Furn Light Std Conc,EACH,
co_cdot_613-42300,CO,CDOT,613-42300,Light Standard Steel (Furnish Only),Furn Light Std Steel,EACH,
co_cdot_613-43300,CO,CDOT,613-43300,Light Standard Timber (Furnish Only),Furn Light Std Timber,EACH,
co_cdot_613-44350,CO,CDOT,613-44350,Light Standard Metal (Furnish Only),Furn Light Std Metal,EACH,
co_cdot_613-45000,CO,CDOT,613-45000,High Mast Foundation,Hi Mast Foundation,EACH,
co_cdot_613-50010,CO,CDOT,613-50010,Photoelectric Cell,Photoel Cell,EACH,
co_cdot_613-50100,CO,CDOT,613-50100,Lighting Control Center,Lighting Ctrl Center,EACH,
co_cdot_613-50102,CO,CDOT,613-50102,Lighting Control Center (Install Only),Inst Lighting Ctrl Center,EACH,
co_cdot_613-50105,CO,CDOT,613-50105,Lighting Control Center (Pedestal Only),Lighting Ctrl Center (Pedestal Only),EACH,
co_cdot_613-50106,CO,CDOT,613-50106,Lighting Control Center (Special),Light Cont Center (Spec),EACH,
co_cdot_613-50109,CO,CDOT,613-50109,Meter Power Pedestal,Meter Power Pedestal,EACH,
co_cdot_613-50110,CO,CDOT,613-50110,Lighting Fixture (Fluorescent) (Type A Tunnel Luminaire),Lighting Fixture (Flor) (Ty A Tun Lumin),EACH,
co_cdot_613-50125,CO,CDOT,613-50125,Control Center Box,Ctrl Center Box,EACH,
co_cdot_613-50127,CO,CDOT,613-50127,Local Control Station,Local Control Station,EACH,
co_cdot_613-50130,CO,CDOT,613-50130,4-Plex Receptacle (With Back Box and Cover),4-Plex Rcptl (W/Back Box & Cover),EACH,
co_cdot_613-50132,CO,CDOT,613-50132,2-Plex Receptacle (With Box and Cover),2-Plex Recept. (W/Box & Cover),EACH,
co_cdot_613-50150,CO,CDOT,613-50150,Secondary Service Pedestal,Secondary Serv Pedestal,EACH,
co_cdot_613-50155,CO,CDOT,613-50155,Secondary Service Pedestal (Install Only),Inst Secondary Serv Pedestal,EACH,
co_cdot_613-50210,CO,CDOT,613-50210,Temporary Lighting,Temporary Lighting,L S,
co_cdot_613-50211,CO,CDOT,613-50211,Temporary Lighting (Solar),Temporary Lighting (Solar),EACH,
co_cdot_613-50250,CO,CDOT,613-50250,Interior Lighting (Steel Box Girder),Interior Lighting (Steel Box),EACH,
co_cdot_613-50325,CO,CDOT,613-50325,Tunnel Lighting Control System,Tunnel Lighting Control System,L S,
co_cdot_613-50350,CO,CDOT,613-50350,Power Transformer,Power Transformer,L S,
co_cdot_613-50351,CO,CDOT,613-50351,"Power Transformer (10KVA,480V-120/240V 1Ph)","PowerTransformer(10KVA,480-",EACH,
co_cdot_613-50357,CO,CDOT,613-50357,"Power Transformer (150KVA,480-2400V,3 Phase)","Power Transformer (150KVA,480-",EACH,
co_cdot_613-50359,CO,CDOT,613-50359,"Power Transformer (150KVA,2400-480V,3 Phase)","Power Transformer (150KVA,2400-",EACH,
co_cdot_613-50362,CO,CDOT,613-50362,"Power Transformer (300KVA,480-2400V,3 Phase)","Power Transformer (300KVA,480-",EACH,
co_cdot_613-50365,CO,CDOT,613-50365,Transformer Base,Transformer Base,EACH,
co_cdot_613-50375,CO,CDOT,613-50375,Solar Collection System,Solar Collection System,EACH,
co_cdot_613-50400,CO,CDOT,613-50400,Light Standard Timber (Temporary),Light Std Timber (Temp),EACH,
co_cdot_613-50410,CO,CDOT,613-50410,Light Standard (Temporary),Light Std (Temp),EACH,
co_cdot_613-60700,CO,CDOT,613-60700,Troubleshooting,Troubleshooting,HOUR,
co_cdot_613-70400,CO,CDOT,613-70400,Luminaire High Pressure Sodium (400 Watt),Lumin HPS (400 W),EACH,
co_cdot_613-71000,CO,CDOT,613-71000,Luminaire High Pressure Sodium (1000 Watt),Lumin HPS (1000 W),EACH,
co_cdot_613-72000,CO,CDOT,613-72000,Electrical Conduit Body (Type LB),Elec Cond Body (Ty LB),EACH,
co_cdot_613-74000,CO,CDOT,613-74000,Light Mast Arm,Light Mast Arm,EACH,
co_cdot_613-75175,CO,CDOT,613-75175,Luminaire Metal Halide (175 Watt),Lumin Metal Halide (175 W),EACH,
co_cdot_613-80002,CO,CDOT,613-80002,"Circuit Breaker (20A, 1 Pole)","Circuit Breaker (20A, 1 Pole)",EACH,
co_cdot_613-80004,CO,CDOT,613-80004,"Circuit Breaker (40A, 2 Pole)","Circuit Breaker (40A, 2 Pole)",EACH,
co_cdot_613-80005,CO,CDOT,613-80005,"Circuit Breaker (50A, 3 Pole)","Circuit Breaker (50A, 3 Pole)",EACH,
co_cdot_613-80007,CO,CDOT,613-80007,"Circuit Breaker (70A, 2 Pole)","Circuit Breaker (70A, 2 Pole)",EACH,
co_cdot_613-80008,CO,CDOT,613-80008,"Circuit Breaker (80A, 2 Pole)","Circuit Breaker (80A, 2 Pole)",EACH,
co_cdot_613-80010,CO,CDOT,613-80010,Ballast Unit,Ballast Un,EACH,
co_cdot_613-80012,CO,CDOT,613-80012,"Circuit Breaker (100A, 2 Pole)","Circuit Breaker (100A, 2 Pole)",EACH,
co_cdot_613-80013,CO,CDOT,613-80013,"Circuit Breaker (100A, 3 Pole)","Circuit Breaker (100A, 3 Pole)",EACH,
co_cdot_613-80015,CO,CDOT,613-80015,"Circuit Breaker (150A, 3 Pole)","Circuit Breaker (150A, 3 Pole)",EACH,
co_cdot_613-80040,CO,CDOT,613-80040,"Circuit Breaker (400A, 3 Pole)","Circuit Breaker (400A, 3 Pole)",EACH,
co_cdot_613-80045,CO,CDOT,613-80045,"Circuit Breaker (450A, 3 Pole)","Circ Breaker (450A, 3 Pole)",EACH,
co_cdot_613-80100,CO,CDOT,613-80100,"Circuit Breaker (100A, 3 Pole)","Circ Breaker (100A, 3 Pole)",EACH,
co_cdot_613-80105,CO,CDOT,613-80105,"Circuit Breaker (30A, 2 Pole)","Circ Breaker (30A, 2 Pole)",EACH,
co_cdot_613-80120,CO,CDOT,613-80120,"Circuit Breaker (Retrofit 1200A, 3 Pole)","Circuit Breaker (Retrofit 1200A, 3 Pole)",EACH,
co_cdot_613-80124,CO,CDOT,613-80124,"Load Center (120/240 Volt, 1-Phase, 60 Ampere, 16 Circuit)","Load Center (120/240V,1-Ph, 60A,16 Circ)",EACH,
co_cdot_613-80130,CO,CDOT,613-80130,Service Meter Cabinet,Service Meter Cabinet,EACH,
co_cdot_613-80132,CO,CDOT,613-80132,Relay Cabinet,Relay Cabinet,EACH,
co_cdot_613-80200,CO,CDOT,613-80200,2.4KV Motor Control Center Cubicle,2.4KV Motor Control Center Cubicle,EACH,
co_cdot_613-80201,CO,CDOT,613-80201,2.4KV Motor Control Center Cubicle (Furnish Only),Furn 2.4KV Motor Control Center Cubicle,L S,
co_cdot_613-80204,CO,CDOT,613-80204,480 Volt Motor Control Center,480V Motor Control Center,EACH,
co_cdot_613-80250,CO,CDOT,613-80250,Automatic Transfer Switch,Automatic Transfer Switch,EACH,
co_cdot_613-80268,CO,CDOT,613-80268,Step Voltage Regulator,Step Voltage Reg,EACH,
co_cdot_613-80270,CO,CDOT,613-80270,Medium Voltage Load Interrupter Switch,Medium Voltage Load Interrupter Switch,EACH,
co_cdot_613-80272,CO,CDOT,613-80272,Regulator Bypass Switch,Reg Bypass Switch,EACH,
co_cdot_613-80274,CO,CDOT,613-80274,Structure Mounted Disconnect Switch,Struct Mount Disc Switch,EACH,
co_cdot_613-80276,CO,CDOT,613-80276,Inverter System,Inverter System,EACH,
co_cdot_613-80278,CO,CDOT,613-80278,Systems Integration,Systems Integration,L S,
co_cdot_613-80290,CO,CDOT,613-80290,Storage Battery System,Storage Battery System,L S,
co_cdot_613-80300,CO,CDOT,613-80300,320 Kilo Ampere Surge Protection Device,320 kA Surge Protection Device,EACH,
co_cdot_613-80302,CO,CDOT,613-80302,Switchboard,Switchboard,EACH,
co_cdot_613-80303,CO,CDOT,613-80303,480 Volt Trip Unit Retrofit Kit,480V Trip Unit Retrofit Kit,EACH,
co_cdot_613-80304,CO,CDOT,613-80304,Active Harmonic Filter (500 A),Active Harmonic Filter (500 AMP),EACH,
co_cdot_613-80306,CO,CDOT,613-80306,Variable Frequency Drive and Enclosure (100 Horse Power),VFD and Enclosure (100 HP),EACH,
co_cdot_613-80308,CO,CDOT,613-80308,Variable Frequency Drive and Enclosure (600 Horse Power),VFD and Enclosure (600 HP),EACH,
co_cdot_613-80400,CO,CDOT,613-80400,Exhaust Fan,Exhaust Fan,EACH,
co_cdot_613-81010,CO,CDOT,613-81010,"Panelboard (100A, 120/208V, 3 Phase, 42 Circuit)","Pnlbrd (100A, 120/208V, 3Ph, 42 Circuit)",EACH,
co_cdot_613-81100,CO,CDOT,613-81100,"Panelboard (1000A, 277/480V, 3 Phase)","Panelboard (1000A, 277/480V, 3 Ph)",EACH,
co_cdot_613-81200,CO,CDOT,613-81200,"Panelboard (400A, 277/480V, 3 Phase, 4 Wire)","Panelboard (400A, 277/480V, 3 Ph, 4 Wire",EACH,
co_cdot_613-81210,CO,CDOT,613-81210,DC Panelboards,DC Panelboards,EACH,
co_cdot_613-81500,CO,CDOT,613-81500,Panelboard (5KVA Mini Load Center),Panelboard (5KVA Mini Load Center),EACH,
co_cdot_613-81598,CO,CDOT,613-81598,2400V Switchgear,2400V Switchgear,EACH,
co_cdot_613-81600,CO,CDOT,613-81600,24.9kV Switchgear,24.9kV Switchgear,EACH,
co_cdot_613-81602,CO,CDOT,613-81602,Temporary Switchgear,Temp Switchgear,EACH,
co_cdot_613-81609,CO,CDOT,613-81609,Bus Duct (1600 Ampere),Bus Duct (1600 A),LF,
co_cdot_613-81690,CO,CDOT,613-81690,Safety Switch,Safety Switch,EACH,
co_cdot_613-81699,CO,CDOT,613-81699,"Safety Switch NEMA 3R, 30 Ampere, 2-pole, 240 Volt","Safe Switch NEMA 3R, 30A, 2-pole, 240 V",EACH,
co_cdot_613-81700,CO,CDOT,613-81700,"Safety Switch NEMA 3R, 60A, 2-pole, 240 V f(for VMS Maint Disconnect",Safe Switch NEMA 3R 60A 2 Pole 240V,EACH,
co_cdot_613-81710,CO,CDOT,613-81710,"Safety Switch NEMA 3R, 100 Ampere, 2-pole, 240 Volt","Safety Switch NEMA 3R,100A,2-pole,240V",EACH,
co_cdot_613-81800,CO,CDOT,613-81800,Branch Circuit Panel (Special),Branch Circuit Panel (Special),EACH,
co_cdot_613-81900,CO,CDOT,613-81900,Mobile Light Tower,Mobile Light Tower,EACH,
co_cdot_614-00011,CO,CDOT,614-00011,Sign Panel (Class I),Sign Panel (CL I),SF,
co_cdot_614-00012,CO,CDOT,614-00012,Sign Panel (Class II),Sign Panel (CL II),SF,
co_cdot_614-00013,CO,CDOT,614-00013,Sign Panel (Class III),Sign Panel (CL III),SF,
co_cdot_614-00014,CO,CDOT,614-00014,Lighted Street Name Sign (Inst Only),Lighted Street Name Sign (Inst Only),EACH,
co_cdot_614-00021,CO,CDOT,614-00021,Sign Panel (Class I) (Furnish Only),Furn Sign Panel (CL I),SF,
co_cdot_614-00025,CO,CDOT,614-00025,Sign Panel (Class I) (Install Only),Inst Sign Panel (CL I),SF,
co_cdot_614-00026,CO,CDOT,614-00026,Sign Panel (Class I) (Install Only),Inst Sign Panel (CL I),EACH,
co_cdot_614-00027,CO,CDOT,614-00027,Sign Panel (Class II) (Install Only),Inst Sign Panel (CL II),SF,
co_cdot_614-00028,CO,CDOT,614-00028,Sign Panel (Class III) (Install Only),Inst Sign Panel (CL III),SF,
co_cdot_614-00029,CO,CDOT,614-00029,Sign Panel (Class II) (Install Only),Inst Sign Panel (CL II),EACH,
co_cdot_614-00030,CO,CDOT,614-00030,Sign Panel (Class III) (Install Only),Inst Sign Panel (CL III),EACH,
co_cdot_614-00035,CO,CDOT,614-00035,Sign Panel (Special),Sign Panel (Spec),SF,
co_cdot_614-00037,CO,CDOT,614-00037,Sign Panel (Special),Sign Panel (Spec),EACH,
co_cdot_614-00040,CO,CDOT,614-00040,Signpost (Special),Signpost (Spec),LF,
co_cdot_614-00041,CO,CDOT,614-00041,Signpost (Special),Signpost (Spec),EACH,
co_cdot_614-00043,CO,CDOT,614-00043,J-Post Sign Support,J-Post Sign Support,EACH,
co_cdot_614-00044,CO,CDOT,614-00044,Timber Signpost 4x4 Inch,Timber Signpost (4x4 In),LF,
co_cdot_614-00066,CO,CDOT,614-00066,Timber Signpost 6x6 Inch,Timber Signpost (6x6 In),LF,
co_cdot_614-00200,CO,CDOT,614-00200,Steel Signpost (U-2),Steel Signpost (U-2),LF,
co_cdot_614-00214,CO,CDOT,614-00214,Steel Signpost (1.75x1.75 Inch Tubing),Steel Signpost (1.75x1.75 In T),LF,
co_cdot_614-00216,CO,CDOT,614-00216,Steel Signpost (2x2 Inch Tubing),Steel Signpost (2x2 In T),LF,
co_cdot_614-00218,CO,CDOT,614-00218,Steel Signpost (2.25x2.25 Inch Tubing),Steel Signpost (2.25x2.25 In T),LF,
co_cdot_614-00220,CO,CDOT,614-00220,Steel Signpost (2.5x2.5 Inch Tubing),Steel Signpost (2.5x2.5 In T),LF,
co_cdot_614-00222,CO,CDOT,614-00222,Steel Signpost (2.75x 2.75 Inch Tubing),Steel Signpost (2.75x2.75 In T),LF,
co_cdot_614-00224,CO,CDOT,614-00224,Steel Signpost (3x3 Inch Tubing),Steel Signpost (3x3 In T),LF,
co_cdot_614-00375,CO,CDOT,614-00375,Steel Signpost (S 3x7.5),Steel Signpost (S 3x7.5),LF,
co_cdot_614-00510,CO,CDOT,614-00510,Steel Signpost (S 5x10),Steel Signpost (S 5x10),LF,
co_cdot_614-00612,CO,CDOT,614-00612,Steel Signpost (W 6x12),Steel Signpost (W 6x12),LF,
co_cdot_614-00615,CO,CDOT,614-00615,Steel Signpost (W 6x15),Steel Signpost (W 6x15),LF,
co_cdot_614-00818,CO,CDOT,614-00818,Steel Signpost (W 8x18),Steel Signpost (W 8x18),LF,
co_cdot_614-00821,CO,CDOT,614-00821,Steel Signpost (W 8x21),Steel Signpost (W 8x21),LF,
co_cdot_614-01022,CO,CDOT,614-01022,Steel Signpost (W 10x22),Steel Signpost (W 10x22),LF,
co_cdot_614-01026,CO,CDOT,614-01026,Steel Signpost (W 10x26),Steel Signpost (W 10x26),LF,
co_cdot_614-01226,CO,CDOT,614-01226,Steel Signpost (W 12x26),Steel Signpost (W 12x26),LF,
co_cdot_614-01401,CO,CDOT,614-01401,Steel Sign Support Casting,Steel Sign Support Casting,EACH,
co_cdot_614-01402,CO,CDOT,614-01402,Steel Sign Surface Mount Base Plate (Slipbase),Steel Sign Surf Mnt Base Plate (Slpbase),EACH,
co_cdot_614-01502,CO,CDOT,614-01502,Steel Sign Support (2-Inch Round)(Post & Socket),Steel Sign Supp (2-In Rd)(Po&Sock),LF,
co_cdot_614-01503,CO,CDOT,614-01503,Steel Sign Support (2-Inch Round)(Post and Socket),Steel Sign Supp (2-In Rd)(Po&Sock),EACH,
co_cdot_614-01512,CO,CDOT,614-01512,Steel Sign Support (2-Inch Round)(Post),Steel Sign Support (2-In Rd)(Post),LF,
co_cdot_614-01514,CO,CDOT,614-01514,Steel Sign Support (2-Inch Round)(Post)(Painted),Steel Sign Supp (2-In Rd)(Post)(Painted),LF,
co_cdot_614-01522,CO,CDOT,614-01522,Steel Sign Support (2-Inch Round)(Socket),Steel Sign Supp (2-In Rd)(Sock),EACH,
co_cdot_614-01554,CO,CDOT,614-01554,Steel Signpost (4 Inch Round) (Slipbase),Steel Signpost (4 In Rd) (Slip),LF,
co_cdot_614-01556,CO,CDOT,614-01556,Steel Sign Support (4 Inch Round Schedule 80) (16 Feet - 1.75 Inch),"Steel Sign Supp(4In RndSch80)(16'-1.75"")",EACH,
co_cdot_614-01558,CO,CDOT,614-01558,Steel Sign Support (4 Inch Round Schedule 80) (18 Feet - 4.75 Inch),"Steel Sign Supp(4In RndSch80)(18'-4.75"")",EACH,
co_cdot_614-01572,CO,CDOT,614-01572,Steel Sign Support (2-1/2 Inch Round NP-40)(Post & Slipbase),Steel Sign Supp (2-1/2 Rd NP40)(Po&Silp),LF,
co_cdot_614-01573,CO,CDOT,614-01573,Steel Sign Support (2-1/2 Inch Round NP-40)(Post & Slipbase),Steel Sign Supp (2-1/2 Rd NP40)(Po&Slip),EACH,
co_cdot_614-01575,CO,CDOT,614-01575,Steel Sign Support (2-1/2 Inch Round NP-40)(Post),Steel Sign Supp (2-1/2 In Rd NP40)(Po),LF,
co_cdot_614-01578,CO,CDOT,614-01578,Steel Sign Support (2-1/2 Inch Round NP- 40)(Slipbase),Steel Sign Supp (2-1/2 In Rd NP40)(Slip),EACH,
co_cdot_614-01582,CO,CDOT,614-01582,Steel Sign Support (2-1/2 Inch Round)(Post and Slipbase),Steel Sign Supp (2-1/2 In Rd)(Po&Slip),LF,
co_cdot_614-01583,CO,CDOT,614-01583,Steel Sign Support (2-1/2 In Round Sch 80) (Post & Slipbase),Stl Sign Supp (2-1/2 In Rd 80)(Po&Slip),EACH,
co_cdot_614-01585,CO,CDOT,614-01585,Steel Sign Support (2-1/2 Inch Round Sch 80) (Post),Steel Sign Supp (2-1/2 In Rd 80)(Post),LF,
co_cdot_614-01587,CO,CDOT,614-01587,Steel Sign Support (2-1/2 Inch Round)(Schedule 80)(Post)(Painted),SteelSgnSupp(2-1/2InRd)(80)(Post)(Paint),LF,
co_cdot_614-01588,CO,CDOT,614-01588,Steel Sign Support (2-1/2 Inch Round Sch 80)(Slipbase),Steel Sign Supp (2-1/2 In Rd 80)(Slip),EACH,
co_cdot_614-01736,CO,CDOT,614-01736,Steel Sign Ground Stub Base (36 Inch),Steel Sign Ground Stub Base (36 In),EACH,
co_cdot_614-03001,CO,CDOT,614-03001,Concrete Footing (Type 1),Conc Footing (Ty 1),EACH,
co_cdot_614-03002,CO,CDOT,614-03002,Concrete Footing (Type 2),Conc Footing (Ty 2),EACH,
co_cdot_614-03003,CO,CDOT,614-03003,Concrete Footing (Type 3),Conc Footing (Ty 3),EACH,
co_cdot_614-03004,CO,CDOT,614-03004,Concrete Footing (Type 4),Conc Footing (Ty 4),EACH,
co_cdot_614-03005,CO,CDOT,614-03005,Concrete Footing (Type 5),Conc Footing (Ty 5),EACH,
co_cdot_614-03006,CO,CDOT,614-03006,Concrete Footing (Type 6),Conc Footing (Ty 6),EACH,
co_cdot_614-03007,CO,CDOT,614-03007,Concrete Footing (Type 7),Conc Footing (Ty 7),EACH,
co_cdot_614-07000,CO,CDOT,614-07000,Mask Sign Legend,Mask Sign Legend,EACH,
co_cdot_614-07100,CO,CDOT,614-07100,Modification of Sign Legend,Mod Sign Legend,L S,
co_cdot_614-07105,CO,CDOT,614-07105,Modification of Sign Legend,Mod Sign Legend,EACH,
co_cdot_614-10015,CO,CDOT,614-10015,Overpass Mounted Sign Bracket,Overpass Mtd Sign Bracket,EACH,
co_cdot_614-10030,CO,CDOT,614-10030,Paint Overhead Sign Structure,Paint Overhead Sign Str,EACH,
co_cdot_614-10035,CO,CDOT,614-10035,Paint Ground Sign,Paint Ground Sign,EACH,
co_cdot_614-10050,CO,CDOT,614-10050,Modification of Overhead Sign Structure,Mod Overhead Sign Str,EACH,
co_cdot_614-10080,CO,CDOT,614-10080,Modification of Overpass Mounted Sign Bracket,Mod Overpass Sign Bracket,EACH,
co_cdot_614-10105,CO,CDOT,614-10105,Controller (Install Only),Controller (Install Only),EACH,
co_cdot_614-10110,CO,CDOT,614-10110,LED Warning Sign System (_Signs),LED Warning Sign System (_Signs),EACH,
co_cdot_614-10113,CO,CDOT,614-10113,Dynamic Message Sign (Color LED)(Overhead)(Furnish Only),Dyn Mesg Sign (Color LED)(O/H)(Furnish),EACH,
co_cdot_614-10114,CO,CDOT,614-10114,Dynamic Message Sign (Color LED)(Overhead)(Install Only),Dyn Mesg Sign (Color LED)(O/H)(Install),EACH,
co_cdot_614-10115,CO,CDOT,614-10115,Dynamic Message Sign (Color LED)(Overhead),Dyn Mesg Sign (Color LED)(O/H),EACH,
co_cdot_614-10116,CO,CDOT,614-10116,Dynamic Message Sign Controller,Dyn Msg Sign Ctrl,EACH,
co_cdot_614-10117,CO,CDOT,614-10117,Dynamic Message Sign Equipment Cabinet (Type 1),Dyn Msg Sign Equip Cab (Ty 1),EACH,
co_cdot_614-10118,CO,CDOT,614-10118,Dynamic Message Sign Equipment Cabinet (Type 2),Dyn Msg Sign Equip Cab (Ty 2),EACH,
co_cdot_614-10119,CO,CDOT,614-10119,Scroll Sign,Scroll Sign,EACH,
co_cdot_614-10120,CO,CDOT,614-10120,Variable Message Sign,Var Mesg Sign,EACH,
co_cdot_614-10123,CO,CDOT,614-10123,Variable Message Sign (Install Only),Inst Var Mesg Sign,EACH,
co_cdot_614-10124,CO,CDOT,614-10124,Variable Message Sign (Furnish Only),Furn Var Mesg Sign,EACH,
co_cdot_614-10125,CO,CDOT,614-10125,Variable Message Sign (Ground Mounted),Var Mesg Sign (Grnd Mtd),EACH,
co_cdot_614-10126,CO,CDOT,614-10126,Variable Message Sign (Fiber Optic),Var Mesg Sign (Fib Opt),EACH,
co_cdot_614-10127,CO,CDOT,614-10127,Variable Speed Limit Sign,Var Speed Limit Sign,EACH,
co_cdot_614-10128,CO,CDOT,614-10128,Blank Out Sign (Fiber Optic),Blank Out Sign (Fib Opt),EACH,
